,GENDER,AGE,INCOME,Churn
5906,M,33,35000,0
5907,M,27,40000,0
5908,M,42,50000,0
5909,F,23,50000,0
5910,M,34,35000,0
5911,F,47,50000,0
5912,M,33,35000,0
5913,F,23,15000,0
5914,F,40,20000,0
5915,F,23,35000,0
5916,M,39,35000,0
5917,F,28,30000,0
5918,M,23,25000,0
5919,M,41,35000,0
5920,M,35,20000,0
5921,M,47,15000,0
5922,M,31,40000,0
5923,F,49,50000,0
5924,M,25,20000,0
5925,M,44,10000,0
5926,M,41,10000,0
5927,F,47,30000,0
5928,M,33,25000,0
5929,F,23,20000,0
5930,F,43,40000,0
5931,F,23,40000,0
5932,M,39,35000,0
5933,F,32,35000,0
5934,M,40,20000,0
5935,F,43,30000,0
5936,F,34,12000,0
5937,M,35,30000,0
5938,M,42,12000,0
5939,M,27,10000,0
5940,F,44,30000,0
5941,M,24,50000,0
5942,F,32,50000,0
5943,M,40,25000,0
5944,F,21,10000,0
5945,M,42,15000,0
5946,F,36,35000,0
5947,F,25,35000,0
5948,F,36,50000,0
5949,F,36,25000,0
5950,F,43,30000,0
5951,F,36,50000,0
5952,F,42,35000,0
5953,M,43,25000,0
5954,M,44,10000,0
5955,M,27,20000,0
5956,F,35,40000,0
5957,F,22,25000,0
5958,M,46,40000,0
5959,M,40,35000,0
5960,M,39,35000,0
5961,F,34,10000,0
5962,M,35,10000,0
5963,F,31,50000,0
5964,M,47,15000,0
5965,M,23,10000,0
5966,F,46,12000,0
5967,F,47,25000,0
5968,F,45,25000,0
5969,F,32,15000,0
5970,F,33,40000,0
5971,M,27,50000,0
5972,M,42,35000,0
5973,M,33,50000,0
5974,M,24,25000,0
5975,F,30,50000,0
5976,M,37,35000,0
5977,F,39,10000,0
5978,F,48,25000,0
5979,F,46,12000,0
5980,F,27,15000,0
5981,M,22,12000,0
5982,F,39,12000,0
5983,F,31,50000,0
5984,F,22,50000,0
5985,F,35,10000,0
5986,M,29,15000,0
5987,F,27,35000,0
5988,F,37,40000,0
5989,F,32,30000,0
5990,F,28,35000,0
5991,F,30,30000,0
5992,M,50,10000,0
5993,M,36,50000,0
5994,M,29,15000,0
5995,F,48,25000,0
5996,M,43,40000,0
5997,F,27,30000,0
5998,F,21,50000,0
5999,M,26,10000,0
6000,M,38,12000,0
6001,M,29,25000,0
6002,F,45,30000,0
6003,F,37,15000,0
6004,F,33,35000,0
6005,M,42,50000,0
6006,M,31,35000,0
6007,M,30,30000,0
6008,F,32,20000,0
6009,M,41,50000,0
6010,F,41,50000,0
6011,M,49,12000,0
6012,F,43,30000,0
6013,F,39,10000,0
6014,M,46,35000,0
6015,M,32,20000,0
6016,M,22,12000,0
6017,F,24,35000,0
6018,M,48,12000,0
6019,F,36,50000,0
6020,M,50,10000,0
6021,F,39,50000,0
6022,M,35,15000,0
6023,M,41,10000,0
6024,F,40,12000,0
6025,M,31,25000,0
6026,M,39,20000,0
6027,M,48,10000,0
6028,F,40,15000,0
6029,M,41,10000,0
6030,F,34,12000,0
6031,F,42,35000,0
6032,M,49,40000,0
6033,M,47,20000,0
6034,F,27,50000,0
6035,F,44,25000,0
6036,M,32,10000,0
6037,F,36,20000,0
6038,M,45,15000,0
6039,M,48,10000,0
6040,M,45,40000,0
6041,M,37,15000,0
6042,F,43,12000,0
6043,F,36,35000,0
6044,M,48,25000,0
6045,F,29,20000,0
6046,M,28,20000,0
6047,M,27,35000,0
6048,F,48,15000,0
6049,F,26,25000,0
6050,F,50,50000,0
6051,M,38,15000,0
6052,M,31,20000,0
6053,M,30,25000,0
6054,M,43,50000,0
6055,M,46,25000,0
6056,M,21,35000,0
6057,M,49,10000,0
6058,M,30,25000,0
6059,M,30,40000,0
6060,M,41,50000,0
6061,M,23,35000,0
6062,F,43,50000,0
6063,M,27,40000,0
6064,M,44,12000,0
6065,F,26,10000,0
6066,M,25,12000,0
6067,F,43,15000,0
6068,F,44,50000,0
6069,M,33,12000,0
6070,M,41,40000,0
6071,M,35,12000,0
6072,M,28,15000,0
6073,M,24,12000,0
6074,F,28,30000,0
6075,M,24,25000,0
6076,M,44,35000,0
6077,M,43,35000,0
6078,F,31,40000,0
6079,M,38,35000,0
6080,M,43,40000,0
6081,F,36,20000,0
6082,M,38,12000,0
6083,F,22,50000,0
6084,F,45,35000,0
6085,M,50,12000,0
6086,F,28,15000,0
6087,M,34,35000,0
6088,F,49,35000,0
6089,F,27,12000,0
6090,M,34,50000,0
6091,F,48,50000,0
6092,F,27,12000,0
6093,F,23,12000,0
6094,F,21,30000,0
6095,F,42,12000,0
6096,M,32,15000,0
6097,M,44,25000,0
6098,M,47,20000,0
6099,M,49,35000,0
6100,M,23,12000,0
6101,M,31,12000,0
6102,M,24,25000,0
6103,M,47,20000,0
6104,M,30,20000,0
6105,F,35,15000,0
6106,F,36,25000,0
6107,M,40,40000,0
6108,F,42,12000,0
6109,M,47,25000,0
6110,M,39,50000,0
6111,M,40,20000,0
6112,M,28,40000,0
6113,M,41,25000,0
6114,M,37,30000,0
6115,M,23,12000,0
6116,F,50,15000,0
6117,F,39,12000,0
6118,M,48,20000,0
6119,M,22,35000,0
6120,F,42,25000,0
6121,F,41,40000,0
6122,M,27,20000,0
6123,F,43,50000,0
6124,F,38,12000,0
6125,M,39,25000,0
6126,F,27,20000,0
6127,F,45,35000,0
6128,M,28,15000,0
6129,F,48,40000,0
6130,M,29,12000,0
6131,F,31,25000,0
6132,F,38,25000,0
6133,M,23,30000,0
6134,F,40,50000,0
6135,F,32,35000,0
6136,F,39,15000,0
6137,F,25,30000,0
6138,F,37,10000,0
6139,F,21,15000,0
6140,F,29,25000,0
6141,F,30,30000,0
6142,F,39,25000,0
6143,M,37,20000,0
6144,F,46,15000,0
6145,F,35,50000,0
6146,M,28,12000,0
6147,F,47,40000,0
6148,F,30,25000,0
6149,F,48,35000,0
6150,M,26,25000,0
6151,M,40,25000,0
6152,M,30,50000,0
6153,F,41,15000,0
6154,M,33,35000,0
6155,M,37,15000,0
6156,M,44,25000,0
6157,M,50,25000,0
6158,F,39,15000,0
6159,M,34,25000,0
6160,M,41,30000,0
6161,F,43,20000,0
6162,M,49,10000,0
6163,F,40,12000,0
6164,M,33,20000,0
6165,F,30,35000,0
6166,M,50,30000,0
6167,F,48,12000,0
6168,F,33,20000,0
6169,F,38,50000,0
6170,M,32,40000,0
6171,F,45,50000,0
6172,M,26,35000,0
6173,F,40,15000,0
6174,F,25,25000,0
6175,F,35,20000,0
6176,M,44,25000,0
6177,M,36,50000,0
6178,F,37,15000,0
6179,F,27,30000,0
6180,M,29,50000,0
6181,F,21,15000,0
6182,M,24,40000,0
6183,M,39,12000,0
6184,F,28,30000,0
6185,F,27,20000,0
6186,F,48,40000,0
6187,F,35,10000,0
6188,F,23,15000,0
6189,M,42,12000,0
6190,F,38,20000,0
6191,M,48,30000,0
6192,M,23,15000,0
6193,M,45,30000,0
6194,F,34,30000,0
6195,M,40,30000,0
6196,M,28,10000,0
6197,F,23,25000,0
6198,M,49,12000,0
6199,M,26,40000,0
6200,F,35,30000,0
6201,F,40,35000,0
6202,M,48,10000,0
6203,F,25,30000,0
6204,M,35,20000,0
6205,F,32,10000,0
6206,F,35,15000,0
6207,M,25,30000,0
6208,M,23,40000,0
6209,F,31,40000,0
6210,F,30,20000,0
6211,F,44,30000,0
6212,F,42,35000,0
6213,M,42,30000,0
6214,F,46,40000,0
6215,M,40,50000,0
6216,F,50,40000,0
6217,F,49,10000,0
6218,M,26,25000,0
6219,M,48,40000,0
6220,M,30,40000,0
6221,M,35,50000,0
6222,M,21,40000,0
6223,M,39,40000,0
6224,M,39,30000,0
6225,M,45,10000,0
6226,M,23,40000,0
6227,M,36,12000,0
6228,F,31,35000,0
6229,M,47,35000,0
6230,M,46,25000,0
6231,F,23,15000,0
6232,F,33,20000,0
6233,F,23,15000,0
6234,F,34,15000,0
6235,M,26,20000,0
6236,M,37,25000,0
6237,M,33,10000,0
6238,M,29,35000,0
6239,M,44,20000,0
6240,M,34,35000,0
6241,F,46,25000,0
6242,F,29,35000,0
6243,F,36,25000,0
6244,M,48,25000,0
6245,M,50,50000,0
6246,M,42,25000,0
6247,M,27,50000,0
6248,F,34,20000,0
6249,F,26,50000,0
6250,F,30,12000,0
6251,F,38,12000,0
6252,F,50,35000,0
6253,M,30,15000,0
6254,M,25,50000,0
6255,F,50,25000,0
6256,M,50,40000,0
6257,F,30,20000,0
6258,F,39,40000,0
6259,M,41,20000,0
6260,M,43,10000,0
6261,M,22,25000,0
6262,F,36,40000,0
6263,F,48,20000,0
6264,F,28,10000,0
6265,F,27,25000,0
6266,M,46,30000,0
6267,F,33,15000,0
6268,M,28,50000,0
6269,M,47,10000,0
6270,F,33,20000,0
6271,F,45,15000,0
6272,M,30,20000,0
6273,M,49,35000,0
6274,M,49,40000,0
6275,M,43,12000,0
6276,M,32,30000,0
6277,F,45,12000,0
6278,F,27,50000,0
6279,M,22,25000,0
6280,F,26,15000,0
6281,M,32,40000,0
6282,F,40,15000,0
6283,M,35,15000,0
6284,F,46,35000,0
6285,M,40,40000,0
6286,F,50,50000,0
6287,M,45,50000,0
6288,M,49,35000,0
6289,M,37,15000,0
6290,F,47,25000,0
6291,F,42,35000,0
6292,F,39,10000,0
6293,M,29,35000,0
6294,M,50,12000,0
6295,M,48,25000,0
6296,M,32,15000,0
6297,F,30,40000,0
6298,M,21,10000,0
6299,M,22,50000,0
6300,F,41,10000,0
6301,F,46,25000,0
6302,M,33,12000,0
6303,M,30,15000,0
6304,F,23,15000,0
6305,M,33,10000,0
6306,F,35,30000,0
6307,F,24,50000,0
6308,M,26,30000,0
6309,M,32,35000,0
6310,M,28,40000,0
6311,F,26,50000,0
6312,F,24,30000,0
6313,M,49,25000,0
6314,M,24,15000,0
6315,M,23,12000,0
6316,M,33,30000,0
6317,F,23,25000,0
6318,M,42,12000,0
6319,F,30,15000,0
6320,F,32,35000,0
6321,M,28,20000,0
6322,F,30,50000,0
6323,M,47,35000,0
6324,F,27,30000,0
6325,F,33,40000,0
6326,M,34,40000,0
6327,F,27,10000,0
6328,F,36,35000,0
6329,F,31,35000,0
6330,M,35,15000,0
6331,F,26,30000,0
6332,M,25,25000,0
6333,M,21,10000,0
6334,F,21,10000,0
6335,M,25,12000,0
6336,M,21,12000,0
6337,M,28,12000,0
6338,F,41,15000,0
6339,M,37,25000,0
6340,M,21,40000,0
6341,F,29,25000,0
6342,M,34,15000,0
6343,M,30,30000,0
6344,M,43,40000,0
6345,M,25,12000,0
6346,M,22,30000,0
6347,F,34,10000,0
6348,F,28,10000,0
6349,F,45,10000,0
6350,M,29,12000,0
6351,M,46,10000,0
6352,F,21,40000,0
6353,M,24,20000,0
6354,F,27,40000,0
6355,M,39,15000,0
6356,F,41,50000,0
6357,M,44,35000,0
6358,F,27,20000,0
6359,F,31,10000,0
6360,M,44,35000,0
6361,F,29,30000,0
6362,M,39,20000,0
6363,F,47,12000,0
6364,M,50,25000,0
6365,F,49,20000,0
6366,M,46,40000,0
6367,F,32,50000,0
6368,M,23,40000,0
6369,M,47,40000,0
6370,M,48,35000,0
6371,F,39,40000,0
6372,M,31,50000,0
6373,F,24,35000,0
6374,M,31,15000,0
6375,M,39,20000,0
6376,F,38,25000,0
6377,M,23,40000,0
6378,M,49,12000,0
6379,M,25,12000,0
6380,M,34,30000,0
6381,M,27,35000,0
6382,F,26,30000,0
6383,F,46,20000,0
6384,M,39,30000,0
6385,F,47,35000,0
6386,M,37,25000,0
6387,M,46,50000,0
6388,M,49,15000,0
6389,M,47,50000,0
6390,M,30,40000,0
6391,F,45,20000,0
6392,M,38,20000,0
6393,F,40,30000,0
6394,M,42,35000,0
6395,M,33,40000,0
6396,M,40,40000,0
6397,F,41,20000,0
6398,F,30,25000,0
6399,F,38,20000,0
6400,M,32,25000,0
6401,M,28,35000,0
6402,F,34,10000,0
6403,F,37,30000,0
6404,F,46,25000,0
6405,M,30,40000,0
6406,M,49,40000,0
6407,M,33,25000,0
6408,F,27,12000,0
6409,F,23,35000,0
6410,F,31,50000,0
6411,F,35,15000,0
6412,F,35,40000,0
6413,F,49,10000,0
6414,M,45,50000,0
6415,M,23,50000,0
6416,F,24,12000,0
6417,F,34,25000,0
6418,F,28,35000,0
6419,M,28,50000,0
6420,F,26,25000,0
6421,M,40,30000,0
6422,M,31,40000,0
6423,F,49,30000,0
6424,M,25,10000,0
6425,F,23,40000,0
6426,M,47,50000,0
6427,M,26,35000,0
6428,M,47,50000,0
6429,M,41,20000,0
6430,F,42,30000,0
6431,M,30,40000,0
6432,F,49,15000,0
6433,M,30,25000,0
6434,M,49,25000,0
6435,F,42,30000,0
6436,M,44,15000,0
6437,F,39,20000,0
6438,F,48,50000,0
6439,F,44,35000,0
6440,F,32,10000,0
6441,F,43,35000,0
6442,F,49,10000,0
6443,F,32,30000,0
6444,F,34,15000,0
6445,M,22,25000,0
6446,F,27,25000,0
6447,F,38,30000,0
6448,M,43,40000,0
6449,F,22,35000,0
6450,F,48,25000,0
6451,M,27,30000,0
6452,F,40,15000,0
6453,M,40,40000,0
6454,F,25,50000,0
6455,F,33,40000,0
6456,F,25,10000,0
6457,M,33,15000,0
6458,M,43,50000,0
6459,F,28,50000,0
6460,F,26,35000,0
6461,M,47,35000,0
6462,M,38,25000,0
6463,F,43,25000,0
6464,F,34,30000,0
6465,F,49,35000,0
6466,M,31,30000,0
6467,F,38,50000,0
6468,M,28,30000,0
6469,F,23,25000,0
6470,F,35,30000,0
6471,M,30,35000,0
6472,F,37,40000,0
6473,M,24,40000,0
6474,F,42,30000,0
6475,M,44,10000,0
6476,M,32,40000,0
6477,M,33,50000,0
6478,M,33,10000,0
6479,M,23,20000,0
6480,F,38,10000,0
6481,M,44,12000,0
6482,M,30,30000,0
6483,M,29,30000,0
6484,F,31,15000,0
6485,M,27,20000,0
6486,M,47,15000,0
6487,M,21,25000,0
6488,F,29,30000,0
6489,F,27,15000,0
6490,M,27,10000,0
6491,F,39,15000,0
6492,M,22,35000,0
6493,M,46,10000,0
6494,M,24,35000,0
6495,M,25,30000,0
6496,M,21,40000,0
6497,M,23,25000,0
6498,M,35,10000,0
6499,F,45,15000,0
6500,M,22,15000,0
6501,F,49,35000,0
6502,F,21,10000,0
6503,F,34,15000,0
6504,F,46,30000,0
6505,M,35,12000,0
6506,M,25,50000,0
6507,M,34,35000,0
6508,F,40,40000,0
6509,F,45,30000,0
6510,M,42,40000,0
6511,F,47,15000,0
6512,M,42,15000,0
6513,F,23,30000,0
6514,F,43,50000,0
6515,F,25,50000,0
6516,M,42,30000,0
6517,M,29,35000,0
6518,F,27,40000,0
6519,F,34,35000,0
6520,F,48,50000,0
6521,M,41,30000,0
6522,F,43,40000,0
6523,M,43,10000,0
6524,M,36,40000,0
6525,M,39,30000,0
6526,F,22,30000,0
6527,F,48,40000,0
6528,F,45,25000,0
6529,M,46,10000,0
6530,F,42,40000,0
6531,M,43,30000,0
6532,M,33,25000,0
6533,F,26,30000,0
6534,M,50,25000,0
6535,M,35,20000,0
6536,M,22,10000,0
6537,F,21,10000,0
6538,M,39,35000,0
6539,F,38,40000,0
6540,F,45,12000,0
6541,F,42,12000,0
6542,M,43,12000,0
6543,M,21,30000,0
6544,M,23,20000,0
6545,M,43,10000,0
6546,M,21,25000,0
6547,F,39,50000,0
6548,F,44,25000,0
6549,F,46,40000,0
6550,F,39,25000,0
6551,M,46,50000,0
6552,M,43,40000,0
6553,F,50,40000,0
6554,F,38,25000,0
6555,F,33,30000,0
6556,F,43,15000,0
6557,F,23,25000,0
6558,M,26,15000,0
6559,M,33,40000,0
6560,F,43,10000,0
6561,F,39,12000,0
6562,M,50,10000,0
6563,M,38,10000,0
6564,F,21,10000,0
6565,M,36,10000,0
6566,M,46,30000,0
6567,F,23,40000,0
6568,F,30,20000,0
6569,F,42,30000,0
6570,F,25,25000,0
6571,M,31,50000,0
6572,M,50,20000,0
6573,M,26,40000,0
6574,F,28,15000,0
6575,M,37,50000,0
6576,M,43,35000,0
6577,M,49,50000,0
6578,F,49,20000,0
6579,F,31,15000,0
6580,F,38,50000,0
6581,M,28,30000,0
6582,F,44,35000,0
6583,M,44,25000,0
6584,F,36,50000,0
6585,M,28,20000,0
6586,M,23,10000,0
6587,F,25,20000,0
6588,F,28,30000,0
6589,F,35,50000,0
6590,F,31,30000,0
6591,F,32,40000,0
6592,F,22,30000,0
6593,M,45,25000,0
6594,F,27,25000,0
6595,F,27,20000,0
6596,M,26,10000,0
6597,F,30,30000,0
6598,M,34,40000,0
6599,M,33,15000,0
6600,F,31,50000,0
6601,M,28,12000,0
6602,M,48,40000,0
6603,F,38,35000,0
6604,M,24,12000,0
6605,M,47,20000,0
6606,M,24,15000,0
6607,F,50,10000,0
6608,M,50,25000,0
6609,M,34,35000,0
6610,F,38,20000,0
6611,M,37,30000,0
6612,M,38,10000,0
6613,M,46,25000,0
6614,F,25,12000,0
6615,M,21,25000,0
6616,F,42,12000,0
6617,F,31,30000,0
6618,F,46,35000,0
6619,F,31,30000,0
6620,F,40,10000,0
6621,M,37,50000,0
6622,F,28,10000,0
6623,F,49,12000,0
6624,F,47,20000,0
6625,M,32,50000,0
6626,M,32,10000,0
6627,F,32,35000,0
6628,F,48,30000,0
6629,M,32,40000,0
6630,F,22,30000,0
6631,M,36,10000,0
6632,F,29,15000,0
6633,F,44,50000,0
6634,F,28,12000,0
6635,F,21,20000,0
6636,F,39,10000,0
6637,F,50,20000,0
6638,M,29,25000,0
6639,M,48,10000,0
6640,M,38,35000,0
6641,M,22,20000,0
6642,F,45,50000,0
6643,F,26,25000,0
6644,M,21,50000,0
6645,M,44,40000,0
6646,M,37,50000,0
6647,M,40,20000,0
6648,M,29,25000,0
6649,F,30,30000,0
6650,F,41,25000,0
6651,F,32,20000,0
6652,M,22,15000,0
6653,M,35,40000,0
6654,M,42,50000,0
6655,F,32,15000,0
6656,F,47,25000,0
6657,F,23,25000,0
6658,M,38,25000,0
6659,M,49,10000,0
6660,M,31,40000,0
6661,F,40,12000,0
6662,F,27,50000,0
6663,M,46,20000,0
6664,M,37,10000,0
6665,M,22,40000,0
6666,M,22,40000,0
6667,F,29,15000,0
6668,F,33,10000,0
6669,F,40,50000,0
6670,M,50,12000,0
6671,M,28,25000,0
6672,M,23,12000,0
6673,M,43,35000,0
6674,M,46,20000,0
6675,M,49,10000,0
6676,F,41,35000,0
6677,F,21,30000,0
6678,M,38,15000,0
6679,M,42,20000,0
6680,F,49,35000,0
6681,F,50,50000,0
6682,M,32,25000,0
6683,F,29,20000,0
6684,M,30,30000,0
6685,F,49,12000,0
6686,M,49,12000,0
6687,F,29,50000,0
6688,F,21,20000,0
6689,F,22,10000,0
6690,M,33,30000,0
6691,M,50,15000,0
6692,F,32,40000,0
6693,M,36,35000,0
6694,M,32,35000,0
6695,F,39,12000,0
6696,M,42,50000,0
6697,F,24,20000,0
6698,M,31,35000,0
6699,M,29,20000,0
6700,M,44,10000,0
6701,M,31,30000,0
6702,F,38,20000,0
6703,M,42,40000,0
6704,F,43,25000,0
6705,M,46,40000,0
6706,M,50,15000,0
6707,F,29,30000,0
6708,M,27,40000,0
6709,M,23,25000,0
6710,M,43,40000,0
6711,F,45,25000,0
6712,F,30,30000,0
6713,F,36,50000,0
6714,M,36,30000,0
6715,F,32,40000,0
6716,F,45,50000,0
6717,M,40,10000,0
6718,M,23,20000,0
6719,M,47,20000,0
6720,M,26,25000,0
6721,M,26,50000,0
6722,M,32,20000,0
6723,M,47,50000,0
6724,M,42,20000,0
6725,M,33,10000,0
6726,M,33,10000,0
6727,F,26,40000,0
6728,M,33,15000,0
6729,M,46,50000,0
6730,F,31,15000,0
6731,F,45,35000,0
6732,F,23,12000,0
6733,F,29,15000,0
6734,F,42,25000,0
6735,M,47,30000,0
6736,M,21,50000,0
6737,M,25,25000,0
6738,F,26,30000,0
6739,F,41,15000,0
6740,F,25,30000,0
6741,F,49,10000,0
6742,M,44,35000,0
6743,M,44,40000,0
6744,F,46,35000,0
6745,M,35,50000,0
6746,F,47,20000,0
6747,F,33,20000,0
6748,F,43,30000,0
6749,M,26,10000,0
6750,F,46,12000,0
6751,F,31,25000,0
6752,M,45,10000,0
6753,F,47,40000,0
6754,F,41,40000,0
6755,M,25,50000,0
6756,F,32,30000,0
6757,M,35,10000,0
6758,M,43,25000,0
6759,M,25,35000,0
6760,F,24,25000,0
6761,F,48,35000,0
6762,M,24,10000,0
6763,M,36,25000,0
6764,F,32,12000,0
6765,F,43,25000,0
6766,M,31,25000,0
6767,F,49,12000,0
6768,M,49,35000,0
6769,F,46,40000,0
6770,F,27,15000,0
6771,M,33,30000,0
6772,M,26,12000,0
6773,M,31,12000,0
6774,F,40,35000,0
6775,F,32,35000,0
6776,F,26,25000,0
6777,M,21,40000,0
6778,M,49,20000,0
6779,F,26,35000,0
6780,M,46,12000,0
6781,M,46,10000,0
6782,F,30,12000,0
6783,M,37,30000,0
6784,M,46,35000,0
6785,M,25,35000,0
6786,M,22,30000,0
6787,F,31,35000,0
6788,F,46,15000,0
6789,M,26,50000,0
6790,F,36,10000,0
6791,F,46,10000,0
6792,M,32,10000,0
6793,F,27,35000,0
6794,M,37,50000,0
6795,F,22,15000,0
6796,M,30,15000,0
6797,F,35,40000,0
6798,M,22,50000,0
6799,F,44,12000,0
6800,F,35,50000,0
6801,F,26,25000,0
6802,M,24,40000,0
6803,M,28,40000,0
6804,F,48,50000,0
6805,M,33,10000,0
6806,M,38,40000,0
6807,M,47,40000,0
6808,M,37,10000,0
6809,F,48,12000,0
6810,M,49,35000,0
6811,M,32,40000,0
6812,F,26,35000,0
6813,M,24,40000,0
6814,M,22,35000,0
6815,F,34,20000,0
6816,M,46,12000,0
6817,M,30,12000,0
6818,M,42,40000,0
6819,F,26,15000,0
6820,F,22,10000,0
6821,F,37,40000,0
6822,F,34,15000,0
6823,M,38,10000,0
6824,F,38,15000,0
6825,F,50,20000,0
6826,F,26,25000,0
6827,F,35,20000,0
6828,M,43,12000,0
6829,M,29,25000,0
6830,F,36,40000,0
6831,F,33,20000,0
6832,F,33,25000,0
6833,F,50,10000,0
6834,F,50,40000,0
6835,F,49,20000,0
6836,F,21,50000,0
6837,M,48,40000,0
6838,M,43,10000,0
6839,F,29,10000,0
6840,F,22,10000,0
6841,M,40,15000,0
6842,M,38,20000,0
6843,F,22,30000,0
6844,F,49,40000,0
6845,F,42,50000,0
6846,M,25,40000,0
6847,M,26,35000,0
6848,F,28,25000,0
6849,M,47,15000,0
6850,M,21,50000,0
6851,F,25,10000,0
6852,M,32,12000,0
6853,M,43,10000,0
6854,F,30,40000,0
6855,M,30,50000,0
6856,M,43,25000,0
6857,F,25,20000,0
6858,F,33,10000,0
6859,F,41,40000,0
6860,F,46,40000,0
6861,F,34,20000,0
6862,F,43,12000,0
6863,F,46,25000,0
6864,M,29,50000,0
6865,F,36,40000,0
6866,F,44,50000,0
6867,M,43,12000,0
6868,F,49,20000,0
6869,M,37,20000,0
6870,M,44,50000,0
6871,M,49,10000,0
6872,M,37,40000,0
6873,M,23,15000,0
6874,F,45,15000,0
6875,M,42,15000,0
6876,F,47,10000,0
6877,M,46,12000,0
6878,F,41,50000,0
6879,F,27,10000,0
6880,F,36,12000,0
6881,M,42,50000,0
6882,M,31,35000,0
6883,F,47,20000,0
6884,M,45,12000,0
6885,M,35,35000,0
6886,F,23,20000,0
6887,M,23,15000,0
6888,F,47,10000,0
6889,F,29,40000,0
6890,F,43,20000,0
6891,F,42,35000,0
6892,M,41,25000,0
6893,F,32,30000,0
6894,F,47,35000,0
6895,F,49,35000,0
6896,F,45,25000,0
6897,M,30,10000,0
6898,F,44,30000,0
6899,M,36,25000,0
6900,F,49,15000,0
6901,F,36,20000,0
6902,M,40,12000,0
6903,F,46,15000,0
6904,M,42,20000,0
6905,M,28,35000,0
6906,M,37,50000,0
6907,M,38,25000,0
6908,F,21,35000,0
6909,M,27,40000,0
6910,M,46,40000,0
6911,M,38,25000,0
6912,F,28,20000,0
6913,M,33,25000,0
6914,M,43,12000,0
6915,F,26,15000,0
6916,F,41,25000,0
6917,F,34,15000,0
6918,M,36,10000,0
6919,F,33,12000,0
6920,F,46,20000,0
6921,M,23,10000,0
6922,M,50,50000,0
6923,M,27,15000,0
6924,M,26,35000,0
6925,M,33,40000,0
6926,F,41,35000,0
6927,M,50,35000,0
6928,M,48,10000,0
6929,M,49,40000,0
6930,M,49,12000,0
6931,F,28,30000,0
6932,M,32,12000,0
6933,F,38,40000,0
6934,M,49,50000,0
6935,F,28,15000,0
6936,F,47,40000,0
6937,F,47,30000,0
6938,M,37,12000,0
6939,M,30,12000,0
6940,M,29,50000,0
6941,F,50,50000,0
6942,M,29,10000,0
6943,M,37,10000,0
6944,M,46,15000,0
6945,F,46,10000,0
6946,M,34,50000,0
6947,F,44,35000,0
6948,F,50,35000,0
6949,F,48,30000,0
6950,F,42,35000,0
6951,F,30,25000,0
6952,M,23,30000,0
6953,F,39,25000,0
6954,F,37,10000,0
6955,M,38,10000,0
6956,F,34,35000,0
6957,F,42,10000,0
6958,F,30,35000,0
6959,M,32,40000,0
6960,F,35,10000,0
6961,F,33,10000,0
6962,F,38,30000,0
6963,F,40,12000,0
6964,M,40,35000,0
6965,M,37,15000,0
6966,F,47,30000,0
6967,M,23,50000,0
6968,F,23,35000,0
6969,M,27,10000,0
6970,F,27,20000,0
6971,M,31,35000,0
6972,M,27,25000,0
6973,M,21,20000,0
6974,F,36,12000,0
6975,F,45,15000,0
6976,F,37,25000,0
6977,M,34,20000,0
6978,F,22,15000,0
6979,M,32,25000,0
6980,F,28,10000,0
6981,M,45,15000,0
6982,M,32,25000,0
6983,M,45,15000,0
6984,M,37,30000,0
6985,F,27,35000,0
6986,F,21,10000,0
6987,M,50,30000,0
6988,F,25,20000,0
6989,F,38,40000,0
6990,F,23,30000,0
6991,F,34,20000,0
6992,F,37,20000,0
6993,M,49,25000,0
6994,F,37,12000,0
6995,F,43,10000,0
6996,M,45,15000,0
6997,M,39,50000,0
6998,M,39,20000,0
6999,F,21,10000,0
7000,M,47,15000,0
7001,F,21,15000,0
7002,M,24,50000,0
7003,M,45,12000,0
7004,F,44,25000,0
7005,F,32,12000,0
7006,M,39,20000,0
7007,M,47,40000,0
7008,F,47,15000,0
7009,F,45,20000,0
7010,F,23,15000,0
7011,M,41,40000,0
7012,F,35,15000,0
7013,M,41,10000,0
7014,F,39,12000,0
7015,M,32,30000,0
7016,F,50,10000,0
7017,M,46,35000,0
7018,F,43,20000,0
7019,F,28,10000,0
7020,F,46,25000,0
7021,M,35,25000,0
7022,M,45,15000,0
7023,F,37,20000,0
7024,M,45,30000,0
7025,F,40,25000,0
7026,F,50,12000,0
7027,M,35,40000,0
7028,M,40,35000,0
7029,M,47,12000,0
7030,M,47,20000,0
7031,F,50,50000,0
7032,F,48,10000,0
7033,F,37,50000,0
7034,M,28,35000,0
7035,F,38,40000,0
7036,M,31,10000,0
7037,M,28,15000,0
7038,M,43,25000,0
7039,F,39,15000,0
7040,F,45,25000,0
7041,M,30,15000,0
7042,M,42,30000,0
7043,F,46,40000,0
7044,F,34,10000,0
7045,M,30,10000,0
7046,F,50,35000,0
7047,M,49,15000,0
7048,M,22,12000,0
7049,M,43,40000,0
7050,F,30,20000,0
7051,M,48,10000,0
7052,F,29,12000,0
7053,F,34,30000,0
7054,M,39,15000,0
7055,M,40,25000,0
7056,F,37,30000,0
7057,M,21,30000,0
7058,M,41,35000,0
7059,F,33,10000,0
7060,F,27,30000,0
7061,F,39,12000,0
7062,F,35,25000,0
7063,M,34,40000,0
7064,M,25,15000,0
7065,F,34,15000,0
7066,F,32,20000,0
7067,F,33,15000,0
7068,F,40,30000,0
7069,M,46,30000,0
7070,M,31,25000,0
